LX=1400
LY=700
m=40
915.0	439.0	129
722.0	498.0	182
882.0	399.0	181
884.0	355.0	154
873.0	344.0	169
868.0	339.0	102
676.0	422.0	171
776.0	332.0	147
765.0	336.0	170
764.0	332.0	114
536.0	418.0	141
464.0	476.0	147
831.0	231.0	193
927.0	202.0	146
810.0	225.0	117
529.0	339.0	140
542.0	324.0	134
529.0	306.0	198
659.0	242.0	195
348.0	447.0	191
722.0	208.0	141
913.0	156.0	127
327.0	403.0	164
542.0	217.0	182
745.0	157.0	141
363.0	301.0	195
940.0	112.0	122
604.0	173.0	157
804.0	110.0	122
913.0	94.0	161
593.0	132.0	151
603.0	125.0	111
169.0	385.0	185
390.0	138.0	175
666.0	77.0	168
367.0	107.0	168
472.0	72.0	128
408.0	83.0	168
154.0	219.0	102
208.0	142.0	131
