LX=1400
LY=700
m=50
977.0	336.0	5
706.0	463.0	4
725.0	425.0	11
973.0	297.0	19
894.0	316.0	23
661.0	398.0	16
757.0	344.0	2
819.0	309.0	19
899.0	278.0	13
948.0	261.0	12
733.0	332.0	20
458.0	485.0	1
817.0	267.0	23
954.0	221.0	13
577.0	346.0	25
412.0	446.0	25
477.0	354.0	1
303.0	500.0	18
445.0	324.0	18
720.0	186.0	7
923.0	131.0	23
349.0	346.0	23
457.0	260.0	3
230.0	499.0	11
306.0	367.0	13
288.0	387.0	8
318.0	350.0	3
625.0	173.0	18
595.0	180.0	20
854.0	123.0	22
470.0	219.0	12
668.0	149.0	13
802.0	121.0	21
889.0	100.0	24
226.0	375.0	25
212.0	392.0	9
170.0	476.0	16
468.0	163.0	13
372.0	201.0	6
718.0	103.0	15
482.0	149.0	14
177.0	343.0	15
211.0	212.0	14
187.0	210.0	19
161.0	234.0	19
203.0	172.0	22
194.0	174.0	10
173.0	194.0	14
161.0	190.0	14
221.0	113.0	3
